,chapter,text,mask_sent,char,mfd2,mfd_word
104,7,dorothy time think dorothy safe side,[unused0] time think [unused0] safe side,[unused0],care.virtue,safe
105,7,another gulf across road broad deep lion know lion could leap across another gulf across road.so sit consider serious think scarecrow said.here great tree stand close great ditch cross road divide forest far could see either side,another gulf across road broad deep lion know lion could leap across another gulf across road.so sit consider serious think [unused1] said.here great tree stand close great ditch cross road divide forest far could see either side,[unused1],X,X
106,7,one would almost suspect scarecrow brain scarecrow 's head instead straw.the woodman set work sharp tin woodman 's axe great tree stand close ditch soon chop nearly,one would almost suspect [unused1] brain [unused1] 's head instead straw.the woodman set work sharp tin woodman 's axe great tree stand close ditch soon chop nearly,[unused1],X,X
107,7,let cross over.so dorothy go first hold toto arm tin woodman follow scarecrow come next,let cross over.so dorothy go first hold toto arm tin woodman follow [unused1] come next,[unused1],X,X
108,7,scarecrow think good scarecrow ask tin woodman chop away end great tree stand close ditch,[unused1] think good [unused1] ask tin woodman chop away end great tree stand close ditch,[unused1],X,X
109,7,tin woodman must build raft float side.so tin woodman take axe begin chop small tree make raft tin woodman busy chop scarecrow find riverbank tree full fine fruit,tin woodman must build raft float side.so tin woodman take axe begin chop small tree make raft tin woodman busy chop [unused1] find riverbank tree full fine fruit,[unused1],X,X
110,7,find pleased dorothy dorothy make hearty meal fine fruit.but take time make raft even one industrious untiring tin woodman night come work,find pleased [unused0] [unused0] make hearty meal fine fruit.but take time make raft even one industrious untiring tin woodman night come work,[unused0],X,X
111,8,water grow deep long pole would touch bottom.this bad say tin woodman little party traveler get land little party traveler shall carry country wicked witch witch wicked witch witch enchant little party traveler make little party traveler wicked witch witch 's slaves.and scarecrow get brain say scarecrow.and cowardly lion get courage say cowardly lion.and tin woodman get heart say tin woodman.and dorothy never get back kansas say dorothy.our little party traveler must certainly get emerald city little party traveler scarecrow continue scarecrow push hard scarecrow 's long pole long pole stick fast mud bottom river,water grow deep long pole would touch bottom.this bad say tin woodman little party traveler get land little party traveler shall carry country wicked [unused2] [unused2] wicked [unused2] [unused2] enchant little party traveler make little party traveler wicked [unused2] [unused2] 's slaves.and [unused1] get brain say [unused1].and cowardly lion get courage say cowardly lion.and tin woodman get heart say tin woodman.and dorothy never get back kansas say dorothy.our little party traveler must certainly get emerald city little party traveler [unused1] continue [unused1] push hard [unused1] 's long pole long pole stick fast mud bottom river,[unused2],"loyalty.virtue,sanctity.vice","mud,countries,country"
112,8,scarecrow could pull long pole let go raft sweep away scarecrow leave cling long pole middle river.goodbye scarecrow call little party traveler little party traveler sorry leave scarecrow,[unused1] could pull long pole let go raft sweep away [unused1] leave cling long pole middle river.goodbye [unused1] call little party traveler little party traveler sorry leave [unused1],[unused1],X,X
113,8,indeed tin woodman begin cry fortunately remember tin woodman might rust dry tin woodman 's tear dorothy apron.of course bad thing scarecrow.the scarecrow bad scarecrow first meet dorothy scarecrow think,indeed tin woodman begin cry fortunately remember tin woodman might rust dry tin woodman 's tear [unused0] apron.of course bad thing [unused1].the [unused1] bad [unused1] first meet [unused0] [unused1] think,[unused1],care.vice,"crying,cries"
114,8,scarecrow stick pole cornfield scarecrow could makebelieve scare crow rate,[unused1] stick pole cornfield [unused1] could makebelieve scare crow rate,[unused1],X,X
115,8,scarecrow afraid scarecrow shall never brain alldown river raft float scarecrow leave far behind,[unused1] afraid [unused1] shall never brain alldown river raft float [unused1] leave far behind,[unused1],X,X
116,8,lovely country plenty flower fruit tree sunshine cheer little party traveler little party traveler feel sorry scarecrow little party traveler could happy.our little party traveler walk along fast little party traveler could dorothy stop pick beautiful flower,lovely country plenty flower fruit tree sunshine cheer little party traveler little party traveler feel sorry [unused1] little party traveler could happy.our little party traveler walk along fast little party traveler could [unused0] stop pick beautiful flower,[unused0],loyalty.virtue,"countries,country"
117,8,lookthen little party traveler look river see scarecrow perch upon scarecrow 's pole middle water look lonely sad.what little party traveler save scarecrow ask dorothy.the cowardly lion tin woodman shake little party traveler 's head little party traveler know,lookthen little party traveler look river see [unused1] perch upon [unused1] 's pole middle water look lonely sad.what little party traveler save [unused1] ask dorothy.the cowardly lion tin woodman shake little party traveler 's head little party traveler know,[unused1],X,X
118,8,little party traveler go emerald city.this road say stork stork twist stork 's long neck look sharply little party travelers.dorothy know return dorothy little party traveler lose scarecrow wonder little party traveler shall get scarecrow again.where scarecrow ask stork.over river answer dorothy.if scarecrow big heavy stork would get scarecrow dorothy remark stork.the scarecrow heavy bit say dorothy eagerly scarecrow stuff straw,little party traveler go emerald city.this road say stork stork twist stork 's long neck look sharply little party travelers.[unused0] know return [unused0] little party traveler lose [unused1] wonder little party traveler shall get [unused1] again.where [unused1] ask stork.over river answer [unused0].if [unused1] big heavy stork would get [unused1] [unused0] remark stork.the [unused1] heavy bit say [unused0] eagerly [unused1] stuff straw,[unused1],X,X
119,8,stork bring scarecrow back little party traveler little party traveler shall thank stork ever ever much.well stork’ll try say stork stork find scarecrow heavy carry stork shall drop scarecrow river again.so stork fly air water till stork come scarecrow perch upon scarecrow 's pole,stork bring [unused1] back little party traveler little party traveler shall thank stork ever ever much.well stork’ll try say stork stork find [unused1] heavy carry stork shall drop [unused1] river again.so stork fly air water till stork come [unused1] perch upon [unused1] 's pole,[unused1],X,X
120,8,stork stork 's great claw grab scarecrow arm carry scarecrow air back bank dorothy cowardly lion tin woodman toto sitting.when scarecrow find scarecrow among dorothy lion tin woodman toto scarecrow happy scarecrow hug dorothy lion tin woodman totothe tin woodman toto,stork stork 's great claw grab [unused1] arm carry [unused1] air back bank [unused0] cowardly lion tin woodman toto sitting.when [unused1] find [unused1] among [unused0] lion tin woodman toto [unused1] happy [unused1] hug [unused0] lion tin woodman totothe tin woodman toto,[unused1],care.virtue,"hugs,hug"
121,8,dorothy lion tin woodman toto walk along scarecrow sing tolderideoh every step scarecrow feel gay.the scarecrow afraid scarecrow stay river forever scarecrow say stork save scarecrow scarecrow ever get brain scarecrow shall find stork stork kindness return.that ’s right say storkdorothy lion tin woodman toto,[unused0] lion tin woodman toto walk along [unused1] sing tolderideoh every step [unused1] feel gay.the [unused1] afraid [unused1] stay river forever [unused1] say stork save [unused1] [unused1] ever get brain [unused1] shall find stork stork kindness return.that ’s right say stork[unused0] lion tin woodman toto,[unused1],"fairness.virtue,care.virtue","rights,kindness"
122,8,scarecrow brain scarecrow shall probably like lovely flower become thick ground carpet better.if scarecrow heart scarecrow love lovely flower become thick ground carpet add tin woodman.i always like flower say cowardly lion,[unused1] brain [unused1] shall probably like lovely flower become thick ground carpet better.if [unused1] heart [unused1] love lovely flower become thick ground carpet add tin woodman.i always like flower say cowardly lion,[unused1],care.virtue,"loves,love"
123,8,little party traveler keep walk dorothy could stand long,little party traveler keep walk [unused0] could stand long,[unused0],X,X
124,8,dorothy 's eye close spite dorothy dorothy forgot dorothy fall among poppy fast asleep.what shall little party traveler ask tin woodman.if little party traveler leave dorothy dorothy die say cowardly lion,[unused0] 's eye close spite [unused0] [unused0] forgot [unused0] fall among poppy fast asleep.what shall little party traveler ask tin woodman.if little party traveler leave [unused0] [unused0] die say cowardly lion,[unused0],care.vice,die
125,8,scarecrow make flesh trouble spicy scent bright flowers.run fast say scarecrow cowardly lion get deadly flower bed soon cowardly lion,[unused1] make flesh trouble spicy scent bright flowers.run fast say [unused1] cowardly lion get deadly flower bed soon cowardly lion,[unused1],sanctity.vice,flesh
126,8,lovely flower become thick ground carpet strong scarecrow scarecrow give last fall short distance end poppy bed sweet grass spread beautiful green field little party travelers.we nothing scarecrow say tin woodman sadly,lovely flower become thick ground carpet strong [unused1] [unused1] give last fall short distance end poppy bed sweet grass spread beautiful green field little party travelers.we nothing [unused1] say tin woodman sadly,[unused1],X,X
127,8,scarecrow much heavy lift,[unused1] much heavy lift,[unused1],X,X
128,8,little party traveler must leave scarecrow sleep forever perhaps scarecrow dream scarecrow find courage last.i’m sorry say scarecrow,little party traveler must leave [unused1] sleep forever perhaps [unused1] dream [unused1] find courage last.i’m sorry say [unused1],[unused1],X,X
129,8,scarecrow good comrade one cowardly,[unused1] good comrade one cowardly,[unused1],loyalty.virtue,"comrade,comrades"
130,8,let little party traveler go on.our little party traveler carry dorothy pretty spot beside river far enough poppy field prevent dorothy 's breathing poison lovely flower become thick ground carpet little party traveler lay dorothy gently pretty green grass wait fresh breeze waken dorothy,let little party traveler go on.our little party traveler carry [unused0] pretty spot beside river far enough poppy field prevent [unused0] 's breathing poison lovely flower become thick ground carpet little party traveler lay [unused0] gently pretty green grass wait fresh breeze waken [unused0],[unused0],X,X
131,9,far road yellow brick remark scarecrow scarecrow stand beside girl come nearly far river carry away.the tin woodman reply scarecrow hear low growl turn scarecrow 's head work beautifully hinge scarecrow see strange beast come bound grass toward,far road yellow brick remark [unused1] [unused1] stand beside girl come nearly far river carry away.the tin woodman reply [unused1] hear low growl turn [unused1] 's head work beautifully hinge [unused1] see strange beast come bound grass toward,[unused1],X,X
132,9,strange beast indeed great yellow wildcat scarecrow think strange beast must chase something strange beast 's ear lie close strange beast 's head strange beast 's mouth wide open show two row ugly tooth strange beast 's red eye glow like ball fire,strange beast indeed great yellow wildcat [unused1] think strange beast must chase something strange beast 's ear lie close strange beast 's head strange beast 's mouth wide open show two row ugly tooth strange beast 's red eye glow like ball fire,[unused1],X,X
133,9,strange beast come near scarecrow see run strange beast little gray field mouse although scarecrow heart scarecrow know wrong strange beast try kill pretty harmless creature.so scarecrow raise scarecrow 's axe strange beast run scarecrow give strange beast quick blow cut strange beast 's head clean strange beast 's body strange beast roll scarecrow 's foot two pieces.a little gray field mouse little gray field mouse free little gray field mouse 's stop short,strange beast come near [unused1] see run strange beast little gray field mouse although [unused1] heart [unused1] know wrong strange beast try kill pretty harmless creature.so [unused1] raise [unused1] 's axe strange beast run [unused1] give strange beast quick blow cut strange beast 's head clean strange beast 's body strange beast roll [unused1] 's foot two pieces.a little gray field mouse little gray field mouse free little gray field mouse 's stop short,[unused1],"sanctity.virtue,care.vice","clean,kill,kills,cleans,body"
134,9,come slowly scarecrow little gray field mouse said squeaky little voice.oh thank scarecrow thank scarecrow ever much save little gray field mouse 's life.don’t speak saving scarecrow beg reply scarecrow,come slowly [unused1] little gray field mouse said squeaky little voice.oh thank [unused1] thank [unused1] ever much save little gray field mouse 's life.don’t speak saving [unused1] beg reply [unused1],[unused1],X,X
135,9,scarecrow heart know scarecrow careful help may need friend even friend happen mouse.only mouse cry little gray field mouse indignantly,[unused1] heart know [unused1] careful help may need friend even friend happen mouse.only mouse cry little gray field mouse indignantly,[unused1],"care.vice,care.virtue","help,crying,cries,helps"
136,9,little gray field mouse queen queen field miceoh indeed say scarecrow make bow.therefore scarecrow great deed well brave one save life add little gray field mouse.at moment several mouse see run fast several mouse 's little leg could carry several mouse several mouse see several mouse 's several mouse exclaimed.oh little gray field mouse several mouse think little gray field mouse would kill little gray field mouse manage escape strange beast several mouse bow low little gray field mouse several mouse almost stand upon several mouse 's heads.the scarecrow little gray field mouse answer kill strange beast save life,little gray field mouse queen queen field miceoh indeed say [unused1] make bow.therefore [unused1] great deed well brave one save life add little gray field mouse.at moment several mouse see run fast several mouse 's little leg could carry several mouse several mouse see several mouse 's several mouse exclaimed.oh little gray field mouse several mouse think little gray field mouse would kill little gray field mouse manage escape strange beast several mouse bow low little gray field mouse several mouse almost stand upon several mouse 's heads.the [unused1] little gray field mouse answer kill strange beast save life,[unused1],"care.vice,authority.virtue","kill,queen,queens,kills"
137,9,hereafter several mouse must serve scarecrow obey scarecrow 's slight wish.we cried several mouse shrill chorus,hereafter several mouse must serve [unused1] obey [unused1] 's slight wish.we cried several mouse shrill chorus,[unused1],"care.vice,authority.virtue","obey,cried"
138,9,afraid.one one several mouse came creep back toto bark although toto try get arm would bite scarecrow toto know well scarecrow make tin,afraid.one one several mouse came creep back toto bark although toto try get arm would bite [unused1] toto know well [unused1] make tin,[unused1],X,X
139,9,finally one big mouse spoke.is anything one big mouse one big mouse ask repay scarecrow save life one big mouse 's queennothing scarecrow know answer scarecrow,finally one big mouse spoke.is anything one big mouse one big mouse ask repay [unused1] save life one big mouse 's queennothing [unused1] know answer [unused1],[unused1],fairness.virtue,repay
140,9,scarecrowthe scarecrow 's say quickly oh yes,[unused1]the [unused1] 's say quickly oh yes,[unused1],X,X
141,9,scarecrow save one big mouse 's friend cowardly lion asleep poppy bed.a lion cry little gray field mouse,[unused1] save one big mouse 's friend cowardly lion asleep poppy bed.a lion cry little gray field mouse,[unused1],care.vice,"crying,cries"
142,9,friend cowardly lion asleep poppy bed would eat scarecrow up.oh declare scarecrow,friend cowardly lion asleep poppy bed would eat [unused1] up.oh declare [unused1],[unused1],X,X
143,9,scarecrow help one big mouse save friend cowardly lion asleep poppy bed scarecrow promise friend cowardly lion asleep poppy bed shall treat scarecrow kindness.very well say little gray field mouse scarecrow trust scarecrow,[unused1] help one big mouse save friend cowardly lion asleep poppy bed [unused1] promise friend cowardly lion asleep poppy bed shall treat [unused1] kindness.very well say little gray field mouse [unused1] trust [unused1],[unused1],"fairness.virtue,care.virtue","help,trust,helps,trusts"
144,9,soon thousand hear little gray field mouse 's order thousand run away every direction fast possible.now say scarecrow scarecrow scarecrow must go tree riverside make truck carry friend cowardly lion asleep poppy bed.so scarecrow go tree riverside begin work,soon thousand hear little gray field mouse 's order thousand run away every direction fast possible.now say [unused1] [unused1] [unused1] must go tree riverside make truck carry friend cowardly lion asleep poppy bed.so [unused1] go tree riverside begin work,[unused1],"authority.virtue,authority.vice","order,orders"
145,9,scarecrow soon make truck limb tree scarecrow chop away leave branch,[unused1] soon make truck limb tree [unused1] chop away leave branch,[unused1],X,X
146,9,scarecrow fasten truck together wooden peg make four wheel short piece big tree trunk,[unused1] fasten truck together wooden peg make four wheel short piece big tree trunk,[unused1],loyalty.virtue,together
147,9,scarecrow tell dorothy everything turn dignified little mouse scarecrow said.permit scarecrow introduce dignified little mouse little gray field mouse.dorothy nod gravely little gray field mouse make curtsy little gray field mouse become quite friendly girl.the scarecrow scarecrow begin fasten several mouse truck use string several mouse bring,[unused1] tell dorothy everything turn dignified little mouse [unused1] said.permit [unused1] introduce dignified little mouse little gray field mouse.dorothy nod gravely little gray field mouse make curtsy little gray field mouse become quite friendly girl.the [unused1] [unused1] begin fasten several mouse truck use string several mouse bring,[unused1],sanctity.virtue,dignified
148,9,dorothy grow fond friend cowardly lion asleep poppy bed dorothy glad friend cowardly lion asleep poppy bed rescued.then several mouse unharness truck scamper away grass several mouse 's home,[unused0] grow fond friend cowardly lion asleep poppy bed [unused0] glad friend cowardly lion asleep poppy bed rescued.then several mouse unharness truck scamper away grass several mouse 's home,[unused0],X,X
149,9,little gray field mouse several mouse last leave.if ever scarecrow need several mouse little gray field mouse say come field call several mouse shall hear scarecrow come scarecrow 's assistance,little gray field mouse several mouse last leave.if ever [unused1] need several mouse little gray field mouse say come field call several mouse shall hear [unused1] come [unused1] 's assistance,[unused1],X,X
150,9,scarecrow bring dorothy fruit tree near dorothy eat dorothy 's dinner,[unused1] bring [unused0] fruit tree near [unused0] eat [unused0] 's dinner,[unused1],X,X
151,10,people seem friendly munchkin scarecrow’m afraid shall unable find place pass night.i like something eat besides fruit say dorothy dorothy’m sure toto nearly starve,people seem friendly munchkin [unused1]’m afraid shall unable find place pass night.i like something eat besides fruit say dorothy dorothy’m sure toto nearly starve,[unused1],X,X
152,10,let stop next house talk people.so come goodsized farmhouse dorothy walk boldly door knocked.a woman open door far enough look say dorothy want dorothy great lion wish pass night woman woman allow answer dorothy,let stop next house talk people.so come goodsized farmhouse [unused0] walk boldly door knocked.a woman open door far enough look say [unused0] want [unused0] great lion wish pass night woman woman allow answer [unused0],[unused0],X,X
153,10,dorothy emerald city many time emerald city beautiful wonderful place,[unused0] emerald city many time emerald city beautiful wonderful place,[unused0],X,X
154,10,dorothy never permit see oz dorothy know live person see oz.does oz never go ask scarecrow.never,[unused0] never permit see oz [unused0] know live person see oz.does oz never go ask scarecrow.never,[unused0],authority.virtue,"permits,permit"
155,10,oz oz oz 's form live person tell.that strange say dorothy must try way see oz shall make journey nothing.why scarecrow wish see oz ask man.the scarecrow want oz give scarecrow brain say scarecrow eagerly.oh oz could give easily enough declare man,oz oz oz 's form live person tell.that strange say dorothy must try way see oz shall make journey nothing.why [unused1] wish see oz ask man.the [unused1] want oz give [unused1] brain say [unused1] eagerly.oh oz could give easily enough declare man,[unused1],X,X
156,10,first dorothy must get see oz get hard task,first [unused0] must get see oz get hard task,[unused0],X,X
157,10,strange say toto could speak.a woman call supper ready gather around table dorothy eat delicious porridge dish scrambled egg plate nice white bread enjoy delicious porridge dish scrambled egg plate nice white bread,strange say toto could speak.a woman call supper ready gather around table [unused0] eat delicious porridge dish scrambled egg plate nice white bread enjoy delicious porridge dish scrambled egg plate nice white bread,[unused0],X,X
158,10,scarecrow eat nothing,[unused1] eat nothing,[unused1],X,X
159,10,great wall surround city high thick bright green color.in front end road yellow brick big gate stud emerald glitter sun even paint eye scarecrow dazzle brilliancy.there bell beside great wall surround city dorothy push button hear silvery tinkle sound within,great wall surround city high thick bright green color.in front end road yellow brick big gate stud emerald glitter sun even paint eye [unused1] dazzle brilliancy.there bell beside great wall surround city dorothy push button hear silvery tinkle sound within,[unused1],X,X
160,10,first dorothy must put spectacles.why ask dorothy.because dorothy wear spectacle brightness glory emerald city would blind dorothy,first [unused0] must put spectacles.why ask [unused0].because [unused0] wear spectacle brightness glory emerald city would blind [unused0],[unused0],sanctity.virtue,"glories,glory"
161,10,pair would fit dorothy dorothy could take pair would fit dorothy dorothy wish course dorothy wish blind glare emerald city dorothy say nothing.then man fit spectacle scarecrow even toto,pair would fit [unused0] [unused0] could take pair would fit [unused0] [unused0] wish course [unused0] wish blind glare emerald city [unused0] say nothing.then man fit spectacle [unused1] even toto,[unused0],X,X
162,11,last soldier come back dorothy asked.have soldier see ozoh return soldier,last soldier come back [unused0] asked.have soldier see ozoh return soldier,[unused0],X,X
163,11,dorothy time open little green book dorothy find little green book full queer green picture make dorothy 's laugh queer green picture make laugh funny funny.in wardrobe many green dress make silk satin velvet,[unused0] time open little green book [unused0] find little green book full queer green picture make [unused0] 's laugh queer green picture make laugh funny funny.in wardrobe many green dress make silk satin velvet,[unused0],X,X
164,11,scarecrow find scarecrow alone scarecrow 's room scarecrow stand stupidly one spot within doorway wait till morning,[unused1] find [unused1] alone [unused1] 's room [unused1] stand stupidly one spot within doorway wait till morning,[unused1],X,X
165,11,would rest scarecrow lie scarecrow could close scarecrow 's eye,would rest [unused1] lie [unused1] could close [unused1] 's eye,[unused1],X,X
166,11,scarecrow remain night stare little spider weave little spider weave web corner room 's web corner room room one wonderful room world,[unused1] remain night stare little spider weave little spider weave web corner room 's web corner room room one wonderful room world,[unused1],X,X
167,11,dorothy enter many lady gentleman court dress rich costume look dorothy curiously one many lady gentleman court dress rich costume whispered.are dorothy really go look upon face oz terribleof course answer dorothy oz great wizard see dorothy.oh oz great wizard see dorothy say soldieroz great wizard although oz great wizard like people ask see oz great wizard,[unused0] enter many lady gentleman court dress rich costume look [unused0] curiously one many lady gentleman court dress rich costume whispered.are [unused0] really go look upon face oz terribleof course answer [unused0] oz great wizard see [unused0].oh oz great wizard see [unused0] say soldieroz great wizard although oz great wizard like people ask see oz great wizard,[unused0],X,X
168,11,dorothy must go throne room alone.she open little door dorothy walk boldly find dorothy wonderful place,[unused0] must go throne room alone.she open little door [unused0] walk boldly find [unused0] wonderful place,[unused0],X,X
169,11,dorothy dorothy seek awful voice dorothy expect come enormous head without body support arm leg whatever,[unused0] [unused0] seek awful voice [unused0] expect come enormous head without body support arm leg whatever,[unused0],sanctity.virtue,body
170,11,dorothy come help.the eye look dorothy thoughtfully full minute,[unused0] come help.the eye look [unused0] thoughtfully full minute,[unused0],X,X
171,11,say voice.where dorothy get silver shoesi get wicked witch east dorothy 's house fall wicked witch east kill wicked witch east dorothy replied.where dorothy get mark upon forehead continue voice.the mark upon forehead good witch north kiss dorothy good witch north bid dorothy goodbye send dorothy say dorothy.again eye look dorothy 's sharply eye see dorothy tell truth,say voice.where [unused0] get silver shoesi get wicked [unused2] east [unused0] 's house fall wicked [unused2] east kill wicked [unused2] east [unused0] replied.where [unused0] get mark upon forehead continue voice.the mark upon forehead good [unused2] north kiss [unused0] good [unused2] north bid [unused0] goodbye send [unused0] say [unused0].again eye look [unused0] 's sharply eye see [unused0] tell truth,[unused0],care.vice,"kill,kills"
172,11,dorothy like 's country although country beautiful,[unused0] like 's country although country beautiful,[unused0],loyalty.virtue,"countries,country"
173,11,dorothy sure aunt em dreadfully worry dorothy 's away long.the eye wink three time eye turn ceiling floor roll around queerly eye seem see every part big room green carpet lovely green furniture set emerald,[unused0] sure aunt em dreadfully worry [unused0] 's away long.the eye wink three time eye turn ceiling floor roll around queerly eye seem see every part big room green carpet lovely green furniture set emerald,[unused0],X,X
174,11,great wizard dorothy little girl.but dorothy strong enough kill wicked witch eastthe east say i.kill happen return dorothy simply,great wizard [unused0] little girl.but [unused0] strong enough kill wicked [unused2] eastthe east say i.kill happen return [unused0] simply,[unused0],care.vice,"kill,kills"
175,11,dorothy could help it.well say give dorothy 's answer,[unused0] could help it.well say give [unused0] 's answer,[unused0],care.virtue,"help,helps"
176,11,dorothy right expect send dorothy back kansas unless dorothy something return,[unused0] right expect send [unused0] back kansas unless [unused0] something return,[unused0],fairness.virtue,rights
177,11,help help dorothy.what must dorothy ask dorothy.kill wicked witch east answer i.but dorothy exclaim dorothy greatly surprised.i kill witch east dorothy wear silver shoe bear powerful charm,help help [unused0].what must [unused0] ask [unused0].kill wicked [unused2] east answer i.but [unused0] exclaim [unused0] greatly surprised.i kill [unused2] east [unused0] wear silver shoe bear powerful charm,[unused0],"care.vice,care.virtue","help,kill,kills,helps"
178,11,one wicked witch leave land dorothy tell wicked witch east dead send dorothy back kansas before.the little girl begin weep dorothy much disappointed,one wicked [unused2] leave land dorothy tell wicked [unused2] east dead send dorothy back kansas before.the little girl begin weep dorothy much disappointed,[unused2],X,X
179,11,eye wink look upon dorothy 's anxiously feel dorothy could help dorothy would.dorothy never kill anything willingly dorothy sob,eye wink look upon [unused0] 's anxiously feel [unused0] could help [unused0] would.[unused0] never kill anything willingly [unused0] sob,[unused0],"care.vice,care.virtue","help,kill,kills,helps"
180,11,even dorothy want could dorothy kill wicked witch east great terrible kill wicked witch east great terrible great terrible expect dorothy iti know say i.,even [unused0] want could [unused0] kill wicked [unused2] east great terrible kill wicked [unused2] east great terrible great terrible expect [unused0] iti know say i.,[unused0],care.vice,"kill,kills"
181,11,go ask see dorothy dorothy 's task.sorrowfully dorothy leave throne room go back lion scarecrow tin woodman wait hear say dorothy,go ask see [unused0] [unused0] 's task.sorrowfully [unused0] leave throne room go back lion [unused1] tin woodman wait hear say [unused0],[unused0],X,X
182,11,hope dorothy dorothy say sadly send dorothy home dorothy kill wicked witch eastthe witch,hope [unused0] [unused0] say sadly send [unused0] home [unused0] kill wicked [unused2] eastthe [unused2],[unused0],care.vice,"kill,kills"
183,11,kill dorothy never do.dorothy friend sorry could nothing help dorothy,kill [unused0] never do.[unused0] friend sorry could nothing help [unused0],[unused0],"care.vice,care.virtue","help,kill,kills,helps"
184,11,dorothy go dorothy 's room lie bed cry dorothy sleep.the next morning soldier come scarecrow said.come soldier send scarecrow.so scarecrow follow soldier admit throne room scarecrow see sit throne room young girl dress pretty green silk gown,[unused0] go [unused0] 's room lie bed cry [unused0] sleep.the next morning soldier come [unused1] said.come soldier send [unused1].so [unused1] follow soldier admit throne room [unused1] see sit throne room young girl dress pretty green silk gown,[unused1],care.vice,"crying,cries"
185,11,grow young girl dress pretty green silk gown 's shoulder wing gorgeous color light wing gorgeous color light flutter slight breath air reach flutter slight breath air reach wing gorgeous color light flutter slight breath air reach them.when scarecrow bow prettily scarecrow 's straw stuffing would let scarecrow young girl dress pretty green silk gown young girl dress pretty green silk gown look upon scarecrow sweetly said.i oz great terrible,grow young girl dress pretty green silk gown 's shoulder wing gorgeous color light wing gorgeous color light flutter slight breath air reach flutter slight breath air reach wing gorgeous color light flutter slight breath air reach them.when [unused1] bow prettily [unused1] 's straw stuffing would let [unused1] young girl dress pretty green silk gown young girl dress pretty green silk gown look upon [unused1] sweetly said.i oz great terrible,[unused1],X,X
186,11,scarecrow scarecrow seek menow scarecrowi much astonish,[unused1] [unused1] seek menow [unused1]i much astonish,[unused1],X,X
187,11,scarecrow answer young girl dress pretty green silk gown bravely.the scarecrow scarecrow stuff straw,[unused1] answer young girl dress pretty green silk gown bravely.the [unused1] [unused1] stuff straw,[unused1],X,X
188,11,therefore scarecrow brain scarecrow come pray put brain scarecrow 's head instead straw scarecrow may become much man 's dominions.why put scarecrow ask young girl dress pretty green silk gown.because young girl dress pretty green silk gown wise powerful one else help scarecrow answer scarecrow.i never grant favor without return say i.,therefore [unused1] brain [unused1] come pray put brain [unused1] 's head instead straw [unused1] may become much man 's dominions.why put [unused1] ask young girl dress pretty green silk gown.because young girl dress pretty green silk gown wise powerful one else help [unused1] answer [unused1].i never grant favor without return say i.,[unused1],"sanctity.virtue,care.virtue","help,pray,helps"
189,11,scarecrow kill wicked witch eastthe witch bestow upon scarecrow great many brain good brain scarecrow wise man land oz.i think ask dorothy kill wicked witch east say scarecrow surprise.so,[unused1] kill wicked [unused2] eastthe [unused2] bestow upon [unused1] great many brain good brain [unused1] wise man land oz.i think ask dorothy kill wicked [unused2] east say [unused1] surprise.so,[unused1],care.vice,"kill,kills"
190,11,wicked witch east dead grant scarecrow 's wish,wicked [unused2] east dead grant [unused1] 's wish,[unused2],X,X
191,11,go seek scarecrow earn brain scarecrow greatly desire.the scarecrow go sorrowfully back scarecrow 's friend tell friend say,go seek [unused1] earn brain [unused1] greatly desire.the [unused1] go sorrowfully back [unused1] 's friend tell friend say,[unused1],X,X
192,11,dorothy surprised find head dorothy see young girl dress pretty green silk gown.all say scarecrow young girl dress pretty green silk gown need heart much tin woodman.on next morning soldier come tin woodman said.i send tin woodman,[unused0] surprised find head [unused0] see young girl dress pretty green silk gown.all say [unused1] young girl dress pretty green silk gown need heart much tin woodman.on next morning soldier come tin woodman said.i send tin woodman,[unused0],X,X
193,11,wicked witch east dead come terrible beast terrible beast give tin woodman big kindest love heart land oz.so tin woodman force return sorrowfully tin woodman 's tell friend ithe tin woodman,wicked [unused2] east dead come terrible beast terrible beast give tin woodman big kindest love heart land oz.so tin woodman force return sorrowfully tin woodman 's tell friend ithe tin woodman,[unused2],care.virtue,"loves,love"
194,11,good cheer soldier 's yet well.the next morning soldier lead scarecrow throne room bid scarecrow enter presence i.the scarecrow pass door glance around saw scarecrow 's surprise throne room ball fire fierce glow scarecrow could scarcely bear gaze upon ball fire fierce glow could scarcely bear gaze upon,good cheer soldier 's yet well.the next morning soldier lead [unused1] throne room bid [unused1] enter presence i.the [unused1] pass door glance around saw [unused1] 's surprise throne room ball fire fierce glow [unused1] could scarcely bear gaze upon ball fire fierce glow could scarcely bear gaze upon,[unused1],X,X
195,11,scarecrow try go near heat intense heat singe scarecrow 's whisker scarecrow creep back tremblingly spot near door.then low quiet voice come ball fire fierce glow could scarcely bear gaze upon word ball fire fierce glow could scarcely bear gaze upon spoke.i oz great terrible,[unused1] try go near heat intense heat singe [unused1] 's whisker [unused1] creep back tremblingly spot near door.then low quiet voice come ball fire fierce glow could scarcely bear gaze upon word ball fire fierce glow could scarcely bear gaze upon spoke.i oz great terrible,[unused1],X,X
196,11,scarecrow scarecrow seek meand scarecrow answer scarecrow cowardly lion afraid everything,[unused1] [unused1] seek meand [unused1] answer [unused1] cowardly lion afraid everything,[unused1],X,X
