,chapter,text,mask_sent,char,sentiment,keywords
138,199,"guard strolls tier, shining flashlight cells. pauses andys bars, playing beam sleeping form huddled blankets.","guard strolls tier, shining flashlight cells. pauses [unused0]s bars, playing beam sleeping form huddled blankets.",[unused0],1,shining|playing|huddled|sleeping
139,201,"facedown nortons feet. blood spreading, fanning oa pavement. norton turns, strolls frame.","facedown [unused2]s feet. blood spreading, fanning oa pavement. [unused2] turns, strolls frame.",[unused2],0,turns|fanning|frame
140,201,see. andy working. norton pokes head in.,see. andy working. [unused2] pokes head in.,[unused2],0,working|pokes
141,201,"norton crosses wall safe works dial, back turned. time, though, stay andy.","[unused2] crosses wall safe works dial, back turned. time, though, stay andy.",[unused2],1,works|crosses|turned|back|stay|though
142,202,"norton exits office strolls whistling. push open door. see andy guards desk, pulling nortons dress shoes box.","[unused2] exits office strolls whistling. push open door. see andy guards desk, pulling [unused2]s dress shoes box.",[unused2],0,whistling|see|exits|pulling
143,206,"storm rages. andy, naked, carefully slips nortons folded suit large industrial zip lock bag. next go shoes, chess pieces already smaller bag, black ledger en files. last least, bar soap wrapped towel.","storm rages. [unused0], naked, carefully slips [unused2]s folded suit large industrial zip lock bag. next go shoes, chess pieces already smaller bag, black ledger en files. last least, bar soap wrapped towel.",[unused2],-1,wrapped|folded|smaller|carefully|already
144,208,"andy squeezes hole head first, emerges waist, reaches opposite wall, manages snag steel conduit fingers.","[unused0] squeezes hole head first, emerges waist, reaches opposite wall, manages snag steel conduit fingers.",[unused0],1,hole|first|manages|snag|waist|reaches
145,208,"andy snags conduit again. contorts hole dangles shaft. see purpose rope. plastic bag hangs ankle two feet slack,","[unused0] snags conduit again. contorts hole dangles shaft. see purpose rope. plastic bag hangs ankle two feet slack,",[unused0],0,again|slack|see|hole|ankle
146,208,"approaches ceramic sewer pipe kneels it. pulls rock hammer says quick silent prayer. raises rock hammer high swings might. once, twice third time lucky. enormous eruption sewage cascades air rocket propelled, mount st. helens shit. andy instantly coated black. turns away heaves guts out. shit keeps coming.","approaches ceramic sewer pipe kneels it. pulls rock hammer says quick silent prayer. raises rock hammer high swings might. once, twice third time lucky. enormous eruption sewage cascades air rocket propelled, mount st. helens shit. [unused0] instantly coated black. turns away heaves guts out. shit keeps coming.",[unused0],-1,pulls|shit|propelled|away|says|once|raises|instantly|guts|coated|turns|out|coming|twice
147,209,andy crawled freedom five hundellis yards shit smelling foulness narrator cant even imagine. maybe narrator dont want to.,andy crawled freedom five hund[unused1] yards shit smelling foulness narrator cant even imagine. maybe narrator dont want to.,[unused1],1,even|shit|smelling|freedom|crawled|want|cant|maybe
148,212,tilt andy. smiling nortons gray pinstripe suit.,tilt [unused0]. smiling [unused2]s gray pinstripe suit.,[unused0],1,smiling
149,215,"headline reads. corruption murder shawshank. that, sub headline. d.a. ledger. indictments expected. norton looks sirens swell distance.","headline reads. corruption murder shawshank. that, sub headline. d.a. ledger. indictments expected. [unused2] looks sirens swell distance.",[unused2],-1,expected|looks
150,217,norton opens safe pulls ledger andys bible. title page inscribed hand. dear warden. right. salvation lay within. norton flips center book finds pages hollowed shape rock hammer.,[unused2] opens safe pulls ledger [unused0]s bible. title page inscribed hand. dear warden. right. salvation lay within. [unused2] flips center book finds pages hollowed shape rock hammer.,[unused2],1,lay|hollowed|andys|opens|finds|ledger
151,218,"hadley sobs way car. d.a. snaps gaze toward nortons window, motions men follow.","hadley sobs way car. d.a. snaps gaze toward [unused2]s window, motions men follow.",[unused2],-1,sobs|window|gaze|follow
152,219,"norton staring window approach building. goes desk, opens drawer. inside lies revolver box shells.","[unused2] staring window approach building. goes desk, opens drawer. inside lies revolver box shells.",[unused2],-1,staring|opens|lies|goes
153,219,norton intention goin quietly.,[unused2] intention goin quietly.,[unused2],-1,quietly
154,221,"norton sits blankly desk, revolver him. doorknob rattles, voice heard.","[unused2] sits blankly desk, revolver him. doorknob rattles, voice heard.",[unused2],0,him|revolver|blankly
155,221,pounding starts. norton dumps box bullets thr desk. starts sorting see ones likes.,pounding starts. [unused2] dumps box bullets thr desk. starts sorting see ones likes.,[unused2],1,see|dumps|sorting|pounding|thr|starts
156,222,"...so bullets. norton riveted door. every key, loads another bullet. methodical grim. gets final bullet right key slams home. door bursts open. men muscle in. somebody shouts. troopers dive directions norton raises gun","...so bullets. [unused2] riveted door. every key, loads another bullet. methodical grim. gets final bullet right key slams home. door bursts open. men muscle in. somebody shouts. troopers dive directions [unused2] raises gun",[unused2],-1,gets|open|loads|raises|riveted|slams|shouts
157,222,narrator like think last thing went head...other bullet...was wonder hell andy dufresne ever got best him.,narrator like think last thing went head...other bullet...was wonder hell [unused0] dufresne ever got best him.,[unused0],1,ever|got|him|was|wonder|went
158,222,push slowly wall reveal mrs. nortons framed sampler trickling blood brains...and get final bible lesson today. judgment cometh right soon.,push slowly wall reveal mrs. [unused2]s framed sampler trickling blood brains...and get final bible lesson today. judgment cometh right soon.,[unused2],-1,get|right|framed|trickling|soon|slowly
159,223,mail call. ellis hears name. pass postcard.,mail call. [unused1] hears name. pass postcard.,[unused1],0,
160,224,"mcnary. right border. thats andy crossed. shuts book narrator picture heading south car top down, makes laugh again...","mcnary. right border. thats [unused0] crossed. shuts book narrator picture heading south car top down, makes laugh again...",[unused0],1,again|heading|makes|down|crossed
161,226,wild burst laughter. push ellis. feeling melancholy.,wild burst laughter. push [unused1]. feeling melancholy.,[unused1],1,feeling
162,227,"distant rumble thunder. ellis pauses, gazes off. storm clouds coming in, backlit sun. light drizzle begins.","distant rumble thunder. [unused1] pauses, gazes off. storm clouds coming in, backlit sun. light drizzle begins.",[unused1],0,gazes|begins|coming
163,228,ellis sleeping. wakes start.,[unused1] sleeping. wakes start.,[unused1],0,sleeping|start
164,228,"keeps smiling, inscrutable. ellis watches, brilliant round glow builds behind poster, shining tunnel. poster rips free, charellis ash blink eye shaft holy white light stabs cell. sunlight. ellis staggers back glare.","keeps smiling, inscrutable. [unused1] watches, brilliant round glow builds behind poster, shining tunnel. poster rips free, char[unused1] ash blink eye shaft holy white light stabs cell. sunlight. [unused1] staggers back glare.",[unused1],1,shining|smiling|back
165,230,ellis doesnt answer. stares off. seconds tick by. parole board exchanges glances. somebody clears throat.,[unused1] doesnt answer. stares off. seconds tick by. parole board exchanges glances. somebody clears throat.,[unused1],1,stares|clears|doesnt
166,231,"two short siren blasts herald opening main gate. swings hugely open, revealing ellis standing cheap suit, carrying cheap bag, wearing cheap hat. walks out, still looking stunned.","two short siren blasts herald opening main gate. swings hugely open, revealing [unused1] standing cheap suit, carrying cheap bag, wearing cheap hat. walks out, still looking stunned.",[unused1],-1,still|hugely|wearing|revealing|opening|looking|stunned|carrying|standing|out|herald
167,232,"ellis rides bus, clutching seat him, gripped terror speed motion.","[unused1] rides bus, clutching seat him, gripped terror speed motion.",[unused1],-1,clutching|gripped|him
168,233,"ellis arrives brewster, three stories high even less look used be.","[unused1] arrives brewster, three stories high even less look used be.",[unused1],0,even|arrives|less|used|look
169,236,"loud. jangling people noise. find ellis bagging groceries. registers humming, kids shrieking. ellis calls store manager.","loud. jangling people noise. find [unused1] bagging groceries. registers humming, kids shrieking. [unused1] calls store manager.",[unused1],0,shrieking|calls|humming|find|noise|bagging|jangling
170,239,"ellis finds park filled hippies. hanging out. happening. heres source music. radio. hippie girl gyrates beatles, stoned, world.","[unused1] finds park filled hippies. hanging out. happening. heres source music. radio. hippie girl gyrates beatles, stoned, world.",[unused1],0,hanging|finds|happening|out|stoned|filled
171,241,"bagging groceries. children underfoot. one points toy gun ellis, pumping trigger. ellis focuses gun, listening clickety clack. sparky wheel grinding.","bagging groceries. children underfoot. one points toy gun [unused1], pumping trigger. [unused1] focuses gun, listening clickety clack. sparky wheel grinding.",[unused1],-1,pumping|listening|bagging
172,241,"kids get swept mom. ellis starts bagging next customer. slow push ellis. surrounded motion noise. feeling like eye hurricane. people everywhere, whipping around like gale. strange. loud. dizzying. gets distorted weird, slow thick, pressing sides. noise level intensifies. hollering children deepens distends low eerie howls.","kids get swept mom. [unused1] starts bagging next customer. slow push [unused1]. surrounded motion noise. feeling like eye hurricane. people everywhere, whipping around like gale. strange. loud. dizzying. gets distorted weird, slow thick, pressing sides. noise level intensifies. hollering children deepens distends low eerie howls.",[unused1],-1,slow|pressing|get|gets|dizzying|surrounded|hollering|deepens|feeling|noise|whipping|eerie|bagging|starts|everywhere
173,243,ellis walking home.,[unused1] walking home.,[unused1],0,walking
174,244,ellis lies smoking bed. unable sleep.,[unused1] lies smoking bed. unable sleep.,[unused1],-1,lies|smoking
175,245,drives on. ellis starts walking. pan roadside sign. buxton.,drives on. [unused1] starts walking. pan roadside sign. buxton.,[unused1],0,pan|starts|walking
176,247,"walking. searching. day turning late. ellis finds staring distant field. theres long rock wall, like something robert frost poem. big oak tree. ellis checks compass. north end. crosses dirt road field.","walking. searching. day turning late. [unused1] finds staring distant field. theres long rock wall, like something robert frost poem. big oak tree. [unused1] checks compass. north end. crosses dirt road field.",[unused1],1,late|staring|dirt|finds|walking|turning|searching
177,248,"ellis walks long rock wall, nearing tree. squirrel scolds low branch, scurries higher. ellis studies base wall. nothing unusual here. bunch rocks set stone. sighs. fools errand. turns go.","[unused1] walks long rock wall, nearing tree. squirrel scolds low branch, scurries higher. [unused1] studies base wall. nothing unusual here. bunch rocks set stone. sighs. fools errand. turns go.",[unused1],-1,scurries|base|long|errand|higher|rock|set|nearing|here
178,248,"ellis leans solves mystery last, staring object buried rock. stunned. envelope wrapped plastic. written single word. ellis.","[unused1] leans solves mystery last, staring object buried rock. stunned. envelope wrapped plastic. written single word. [unused1].",[unused1],1,written|wrapped|stunned|buried|staring|leans
179,248,"ellis pulls envelope rises. stares while, almost afraid open it. open does. inside smaller envelope letter. ellis begins read.","[unused1] pulls envelope rises. stares while, almost afraid open it. open does. inside smaller envelope letter. [unused1] begins read.",[unused1],0,begins|almost|read|inside|envelope|smaller|does
180,249,"ellis dressed suit. finishes knotting tie, puts hat on. bag door. takes one last look around. one thing left do. pulls wooden chair center room gazes ceiling beam.","[unused1] dressed suit. finishes knotting tie, puts hat on. bag door. takes one last look around. one thing left do. pulls wooden chair center room gazes ceiling beam.",[unused1],0,pulls|dressed|left|knotting|around|gazes|puts|takes
181,253,"ellis appears b.g., distant figure walking across sand, wearing cheap suit carrying cheap bag.","[unused1] appears b.g., distant figure walking across sand, wearing cheap suit carrying cheap bag.",[unused1],0,carrying|appears|walking|wearing
182,253,"ellis shrugs jacket picks sander. together, start sanding hull","[unused1] shrugs jacket picks sander. together, start sanding hull",[unused1],0,shrugs|start|together|sanding|sander
